period,CS_Index,West North Central,New England,East North Central,Middle Atlantic,Mountain,Pacific,South Atlantic,West South Central,USA,Housing Affordability Index,Market Absorption Rate (%),Unemployment Rate,Financial obligations ratio,Consumer debt service ratio,Debt service ratio,Mortgage debt service ratio
2016-September,190.28103043059104,236.73,226.53,196.32,215.58,304.08,267.84,237.67,251.34,235.52,169.8,44.0,5.0,15.680104333333334,5.641828333333333,10.053611333333333,4.411783
2016-October,191.214660514607,237.83,228.3,197.16,216.42,307.77,268.88,239.34,252.52,236.79,171.1,46.0,4.9,15.660994,5.655924,10.044246000000001,4.3883220000000005
2016-November,192.465854577366,238.98,229.52,198.12,218.68,308.51,271.33,240.43,253.62,238.23,169.1,40.0,4.7,15.618505333333333,5.648795333333332,10.02243,4.373634666666667
2016-December,193.779973202243,240.88,229.46,199.61,217.94,311.02,272.58,241.81,254.42,239.4,163.8,39.0,4.7,15.576016666666668,5.6416666666666675,10.000614,4.358947333333333
2017-January,195.020530248766,239.94,230.58,199.55,218.13,310.97,273.89,242.35,255.72,239.66,164.8,45.0,4.7,15.533528,5.634538,9.978798,4.34426
2017-February,195.87963818404998,241.63,232.81,201.17,220.36,315.52,275.98,243.61,257.7,241.72,164.0,51.0,4.7,15.533513,5.641709666666666,9.982036333333333,4.340326999999999
2017-March,197.62466579998198,243.71,234.46,202.79,220.12,317.04,278.86,245.12,257.21,243.05,161.7,61.0,4.4,15.533498000000002,5.648881333333334,9.985274666666664,4.336394
2017-April,197.444841252162,244.05,235.04,203.34,222.58,319.94,280.88,247.6,261.04,244.79,159.8,56.0,4.4,15.533482999999999,5.656053,9.988513000000001,4.332461
2017-May,198.12661686107498,246.03,234.83,203.85,222.28,321.29,283.41,248.2,262.83,245.77,157.2,57.0,4.4,15.525349333333333,5.656255000000001,9.984193666666666,4.327939333333333
2017-June,198.725570828245,246.91,236.1,203.7,222.63,323.12,285.36,248.63,262.79,246.48,147.8,56.0,4.3,15.517215666666667,5.6564570000000005,9.979874333333333,4.323417666666667
2017-July,199.76036652889096,246.89,237.76,205.63,224.42,326.07,285.33,250.63,264.09,248.0,151.2,48.0,4.3,15.509082000000001,5.656658999999999,9.975555,4.318896
2017-August,199.98458559308102,248.12,238.27,206.62,226.09,327.75,289.51,253.06,265.9,249.88,153.9,45.0,4.4,15.495431666666667,5.659247333333334,9.967493333333334,4.308246
2017-September,202.13316163329603,249.77,239.14,207.73,227.44,330.85,291.34,253.21,267.41,251.02,160.1,50.0,4.2,15.481781333333332,5.661835666666668,9.959431666666667,4.2975959999999995
2017-October,203.357326314045,251.28,241.73,209.1,229.33,333.82,293.14,255.14,268.59,253.04,162.7,49.0,4.1,15.468131,5.6644239999999995,9.951369999999999,4.2869459999999995
2017-November,204.695198008587,252.72,241.93,210.33,229.14,338.1,295.43,256.82,270.97,254.29,161.0,50.0,4.2,15.422436,5.646596333333334,9.921314,4.274717666666667
2017-December,205.896186820672,252.91,243.64,212.23,229.93,340.05,297.05,258.57,272.15,255.8,161.2,45.0,4.1,15.376741,5.628768666666668,9.891258,4.262489333333334
2018-January,207.31726376777303,256.24,244.75,214.18,231.3,342.82,300.72,261.2,270.5,257.74,164.5,48.0,4.1,15.331045999999999,5.610941,9.861202,4.250261
2018-February,208.785256759563,257.28,247.83,214.99,232.46,345.68,304.07,263.23,276.73,260.09,161.5,54.0,4.1,15.329969666666667,5.605082333333334,9.857936333333333,4.252853666666667
2018-March,210.85794595266202,258.77,245.87,215.27,236.38,348.32,303.95,264.04,274.79,260.67,152.5,66.0,4.0,15.328893333333333,5.599223666666667,9.854670666666667,4.255446333333333
2018-April,210.39437272627399,259.45,247.85,217.38,234.77,349.88,305.2,265.45,274.55,261.59,147.3,61.0,3.9,15.327817000000001,5.593365,9.851405,4.258039
2018-May,210.883718244763,260.61,249.0,216.8,234.88,352.21,305.59,266.87,276.95,262.58,142.4,62.0,3.8,15.328125333333332,5.6017133333333335,9.853369,4.251655333333334
2018-June,211.324396545175,262.34,249.15,218.29,236.38,355.85,307.12,266.19,277.34,263.68,137.7,56.0,4.0,15.328433666666667,5.610061666666668,9.855333,4.2452716666666666
2018-July,211.60752925747397,263.45,249.07,219.36,237.51,355.49,308.82,269.05,277.73,264.87,140.3,52.0,3.9,15.328742000000002,5.61841,9.857297,4.238887999999999
2018-August,211.112327786207,264.27,250.86,220.21,236.87,358.27,310.76,270.93,279.34,266.18,142.3,47.0,3.8,15.327507333333333,5.6233043333333335,9.865547666666668,4.242243666666667
2018-September,212.68155661947398,264.03,251.75,221.81,237.78,362.62,308.92,271.75,280.25,266.95,147.5,46.0,3.7,15.326272666666664,5.628198666666666,9.873798333333333,4.245599333333333
2018-October,213.479024242584,267.45,253.53,223.02,237.72,363.93,313.2,271.07,280.9,268.27,147.1,43.0,3.8,15.325038000000001,5.633093,9.882049,4.2489550000000005
