"Financial obligations ratio, seasonally adjusted","Consumer debt service ratio, seasonally adjusted","Debt service ratio, seasonally adjusted","Mortgage debt service ratio, seasonally adjusted",Year,Month
17.933964333333336,5.962403666666667,13.036740333333332,7.0743366666666665,2007,June
17.988772,5.975847,13.076777,7.10093,2007,July
18.03680466666667,5.986811,13.122981,7.13617,2007,August
18.084837333333333,5.997775,13.169185,7.17141,2007,September
18.13287,6.008739,13.215389,7.20665,2007,October
18.102500666666668,6.005559333333333,13.188801666666667,7.183242333333333,2007,November
18.07213133333333,6.002379666666667,13.162214333333333,7.159834666666667,2007,December
18.041762,5.9992,13.135627,7.136427,2008,January
17.897581,5.947822333333334,13.021105666666667,7.073283333333333,2008,February
17.7534,5.896444666666667,12.906584333333333,7.010139666666667,2008,March
17.609219,5.845067,12.792063,6.946996,2008,April
17.676643333333335,5.857713,12.819672666666667,6.961959666666667,2008,May
17.744067666666666,5.870359,12.847282333333332,6.976923333333334,2008,June
17.811492,5.883005,12.874892,6.991887,2008,July
17.831115333333333,5.8768373333333335,12.858209333333333,6.981372,2008,August
17.85073866666667,5.870669666666666,12.841526666666667,6.970857,2008,September
17.870362,5.864502,12.824844,6.960342,2008,October
17.888705666666667,5.850608,12.801534666666667,6.950926666666667,2008,November
17.907049333333333,5.836714,12.778225333333333,6.941511333333333,2008,December
17.925393,5.82282,12.754916,6.932096,2009,January
17.790814,5.757889666666666,12.625781333333332,6.867891666666666,2009,February
17.656235,5.6929593333333335,12.496646666666667,6.803687333333333,2009,March
17.521656,5.628029,12.367512,6.739483,2009,April
17.494266,5.607058666666666,12.321158333333333,6.7141,2009,May
17.466876,5.5860883333333335,12.274804666666666,6.688717,2009,June
17.439486,5.565118,12.228451,6.663334,2009,July
17.341556999999998,5.514864666666667,12.139708666666667,6.624844666666666,2009,August
17.243628,5.464611333333333,12.050966333333333,6.586355333333334,2009,September
17.145699,5.414358,11.962224,6.547866,2009,October
17.037354,5.377367333333333,11.868483666666668,6.491116333333333,2009,November
16.929009,5.340376666666667,11.774743333333333,6.434366666666667,2009,December
16.820664,5.303386,11.681003,6.377617,2010,January
16.688491,5.2477203333333335,11.569918666666666,6.322198333333334,2010,February
16.556318,5.1920546666666665,11.458834333333334,6.266779666666666,2010,March
16.424145,5.136389,11.34775,6.211361,2010,April
16.356186666666666,5.100349333333334,11.277948666666667,6.177599333333333,2010,May
16.288228333333333,5.0643096666666665,11.208147333333333,6.143837666666667,2010,June
16.22027,5.02827,11.138346,6.110076,2010,July
16.173446333333334,5.027273666666667,11.085637,6.058363333333333,2010,August
16.126622666666666,5.026277333333333,11.032928,6.006650666666667,2010,September
16.079799,5.025281,10.980219,5.954938,2010,October
16.010820000000002,5.037247333333333,10.911319333333333,5.874072,2010,November
15.941841,5.049213666666667,10.842419666666666,5.7932060000000005,2010,December
15.872862,5.06118,10.77352,5.71234,2011,January
15.85754,5.055580333333333,10.744312666666666,5.688732333333333,2011,February
15.842217999999999,5.0499806666666665,10.715105333333334,5.665124666666667,2011,March
15.826896,5.044381,10.685898,5.641517,2011,April
15.796750666666666,5.032992333333333,10.648736,5.615743666666667,2011,May
15.766605333333333,5.021603666666667,10.611574000000001,5.5899703333333335,2011,June
15.73646,5.010215,10.574412,5.564197,2011,July
15.703460666666667,5.011242333333333,10.533415333333334,5.522173333333333,2011,August
15.670461333333332,5.012269666666667,10.492418666666667,5.480149666666667,2011,September
15.637462,5.013297,10.451422,5.438126,2011,October
15.539797333333333,4.984933333333333,10.368369333333334,5.383436666666666,2011,November
15.442132666666668,4.956569666666667,10.285316666666667,5.328747333333333,2011,December
15.344468,4.928206,10.202264,5.274058,2012,January
15.299386333333334,4.924925333333333,10.164105666666666,5.2391803333333336,2012,February
15.254304666666666,4.921644666666667,10.125947333333334,5.204302666666667,2012,March
15.209223,4.918364,10.087789,5.169425,2012,April
15.246896,4.942948666666667,10.108849000000001,5.165900666666667,2012,May
15.284569,4.967533333333333,10.129909,5.1623763333333335,2012,June
15.322242,4.992118,10.150969,5.158852,2012,July
15.180981666666666,4.957147333333333,10.047117333333333,5.089970666666667,2012,August
15.039721333333333,4.922176666666666,9.943265666666667,5.021089333333333,2012,September
14.898461,4.887206,9.839414,4.952208,2012,October
15.085315666666666,4.973600666666667,9.959563,4.985962333333333,2012,November
15.272170333333333,5.059995333333333,10.079712,5.019716666666667,2012,December
15.459025,5.14639,10.199861,5.053471,2013,January
15.426513666666667,5.150385,10.171304666666666,5.020919666666667,2013,February
15.394002333333333,5.154380000000001,10.142748333333333,4.988368333333333,2013,March
15.361491,5.158375,10.114192,4.955817,2013,April
15.350840666666667,5.165084666666667,10.101188333333333,4.936103666666667,2013,May
15.340190333333332,5.171794333333334,10.088184666666667,4.916390333333333,2013,June
15.32954,5.178504,10.075181,4.896677,2013,July
15.341711333333333,5.190434,10.076994666666668,4.886560666666667,2013,August
15.353882666666667,5.202364,10.078808333333333,4.876444333333334,2013,September
15.366054,5.214294,10.080622,4.866328,2013,October
15.325030333333334,5.212710666666666,10.043744666666667,4.831034,2013,November
15.284006666666667,5.211127333333334,10.006867333333332,4.79574,2013,December
15.242983,5.209544,9.96999,4.760446,2014,January
15.234125666666667,5.217231666666667,9.953895666666666,4.736664,2014,February
15.225268333333334,5.224919333333333,9.937801333333333,4.712882,2014,March
15.216411,5.232607,9.921707,4.6891,2014,April
15.2156,5.242676333333333,9.909205,4.666528666666666,2014,May
15.214789,5.252745666666667,9.896702999999999,4.643957333333334,2014,June
15.213978,5.262815,9.884201,4.621386,2014,July
15.228385666666666,5.277632666666666,9.881265333333333,4.603632666666667,2014,August
15.242793333333333,5.292450333333333,9.878329666666666,4.585879333333334,2014,September
15.257201,5.307268,9.875394,4.568126,2014,October
15.299210333333333,5.3284579999999995,9.892858666666667,4.564400666666667,2014,November
15.341219666666667,5.349648,9.910323333333332,4.560675333333333,2014,December
15.383229,5.370838,9.927788,4.55695,2015,January
15.393348666666666,5.389516666666666,9.924446333333334,4.534929666666667,2015,February
15.403468333333334,5.4081953333333335,9.921104666666666,4.512909333333333,2015,March
15.413588,5.426874,9.917763,4.490889,2015,April
15.435051333333334,5.447384,9.927405666666667,4.480022,2015,May
15.456514666666667,5.467894,9.937048333333333,4.469155,2015,June
15.477978,5.488404,9.946691,4.458288,2015,July
15.494175,5.4742223333333335,9.940661666666667,4.4664399999999995,2015,August
15.510372,5.460040666666666,9.934632333333333,4.474592,2015,September
15.526569,5.445859,9.928603,4.482744,2015,October
15.522706,5.442571666666667,9.918536333333334,4.475964666666667,2015,November
15.518843,5.439284333333333,9.908469666666667,4.469185333333333,2015,December
15.51498,5.435997,9.898403,4.462406,2016,January
15.559883,5.4680990000000005,9.932348,4.464249,2016,February
15.604786,5.500201,9.966293,4.466092,2016,March
15.649689,5.532303,10.000238,4.467935,2016,April
15.672567666666668,5.559414333333333,10.024272666666667,4.464858333333333,2016,May
15.695446333333333,5.586525666666667,10.048307333333334,4.461781666666667,2016,June
15.718325,5.613637,10.072342,4.458705,2016,July
15.699214666666666,5.627732666666667,10.062976666666668,4.435244,2016,August
15.680104333333334,5.641828333333333,10.053611333333333,4.411783,2016,September
15.660994,5.655924,10.044246,4.388322,2016,October
15.618505333333333,5.648795333333333,10.02243,4.373634666666667,2016,November
15.576016666666668,5.641666666666667,10.000613999999999,4.358947333333333,2016,December
15.533528,5.634538,9.978798,4.34426,2017,January
15.533513000000001,5.641709666666666,9.982036333333333,4.340327,2017,February
15.533498,5.648881333333334,9.985274666666665,4.336394,2017,March
15.533483,5.656053,9.988513,4.332461,2017,April
15.525349333333333,5.656255,9.984193666666666,4.327939333333333,2017,May
15.517215666666667,5.6564570000000005,9.979874333333333,4.323417666666667,2017,June
15.509082,5.656659,9.975555,4.318896,2017,July
15.495431666666667,5.659247333333334,9.967493333333334,4.308246,2017,August
15.481781333333332,5.661835666666667,9.959431666666667,4.297596,2017,September
15.468131,5.664424,9.95137,4.286946,2017,October
15.422436,5.646596333333334,9.921314,4.274717666666667,2017,November
15.376741,5.628768666666667,9.891258,4.262489333333334,2017,December
15.331046,5.610941,9.861202,4.250261,2018,January
15.329969666666667,5.605082333333334,9.857936333333333,4.252853666666667,2018,February
15.328893333333333,5.599223666666667,9.854670666666667,4.255446333333333,2018,March
15.327817,5.593365,9.851405,4.258039,2018,April
15.328125333333332,5.6017133333333335,9.853369,4.251655333333334,2018,May
15.328433666666667,5.610061666666667,9.855333,4.2452716666666666,2018,June
15.328742,5.61841,9.857297,4.238888,2018,July
15.327507333333333,5.6233043333333335,9.865547666666668,4.242243666666667,2018,August
15.326272666666666,5.628198666666666,9.873798333333333,4.245599333333333,2018,September
15.325038,5.633093,9.882049,4.248955,2018,October
