CS_Index,period,"West North Central
(SA)","New England

(SA)","East North Central
(SA)","Middle Atlantic
(SA)","Mountain

(SA)","New England

(SA)","Pacific

(SA)","South Atlantic
(SA)","West North Central
(SA)","West South Central
(SA)","USA

(SA)",Housing_Affordability_Index,Market Absorption Rate (%),Value,"Financial obligations ratio, seasonally adjusted","Consumer debt service ratio, seasonally adjusted","Debt service ratio, seasonally adjusted","Mortgage debt service ratio, seasonally adjusted"
173.164191541506,2014-November,216.93,210.15,179.08,202.84,263.73,210.15,231.48,210.73,216.93,225.71,211.77,171.9,31.0,5.8,15.242982999999999,5.209544,9.96999,4.760446
174.202409482991,2014-December,217.51,210.44,180.63,204.64,267.38,210.44,234.14,211.99,217.51,227.68,213.27,171.0,35.0,5.6,15.242982999999999,5.209544,9.96999,4.760446
175.03053543730599,2015-January,217.4,209.86,179.74,203.77,268.74,209.86,235.54,210.89,217.4,229.15,213.46,182.8,39.0,5.7,15.383229,5.370838,9.927788,4.55695
176.311923546211,2015-February,217.56,214.15,181.49,202.88,270.88,214.15,236.61,215.27,217.56,230.46,215.09,181.3,45.0,5.5,15.413588,5.426874,9.917763,4.490889
177.379574285904,2015-March,218.14,213.04,181.99,205.9,271.17,213.04,237.68,215.52,218.14,229.5,215.78,173.4,46.0,5.4,15.413588,5.426874,9.917763,4.490889
177.745371825982,2015-April,220.19,213.84,182.23,204.26,272.11,213.84,239.63,215.98,220.19,230.96,216.56,167.5,48.0,5.4,15.413588,5.426874,9.917763,4.490889
178.294522850319,2015-May,220.96,214.03,183.63,205.42,274.36,214.03,240.66,217.57,220.96,233.69,217.76,161.2,47.0,5.6,15.477978,5.488404,9.946691,4.458288
178.826829754854,2015-June,221.21,216.3,184.58,206.0,275.1,216.3,242.42,218.82,221.21,234.4,218.84,154.8,44.0,5.3,15.477978,5.488404,9.946691,4.458288
179.34181134224602,2015-July,221.8,215.66,184.35,207.35,280.61,215.66,243.99,219.67,221.8,235.16,219.77,154.5,43.0,5.2,15.477978,5.488404,9.946691,4.458288
179.579180300201,2015-August,224.13,215.86,183.63,207.27,280.15,215.86,245.04,220.27,224.13,236.66,220.24,160.0,41.0,5.1,15.526569,5.445859,9.928603,4.482744
180.87851943619802,2015-September,224.45,217.01,185.48,208.39,281.76,217.01,246.67,222.36,224.45,237.49,221.71,165.9,35.0,5.0,15.526569,5.445859,9.928603,4.482744
181.892354702837,2015-October,225.07,216.87,186.67,208.04,283.28,216.87,249.19,223.4,225.07,238.8,222.79,169.4,39.0,5.0,15.526569,5.445859,9.928603,4.482744
183.00257005956001,2015-November,225.95,218.36,187.28,207.98,287.8,218.36,252.23,224.91,225.95,239.08,224.14,169.9,36.0,5.1,15.383229,5.370838,9.927788,4.55695
183.85613341456403,2015-December,228.21,219.7,188.67,209.37,286.31,219.7,253.58,225.38,228.21,240.09,225.16,165.1,38.0,5.0,15.383229,5.370838,9.927788,4.55695
184.671856973107,2016-January,230.99,220.65,189.51,208.75,287.56,220.65,253.4,228.16,230.99,241.39,226.51,173.5,39.0,4.9,15.51498,5.435997,9.898403,4.462406
185.355023613804,2016-February,231.11,219.43,189.29,210.81,290.29,219.43,255.73,227.8,231.11,241.07,226.8,175.9,45.0,4.9,15.649689000000002,5.532303,10.000238000000001,4.467935
186.780497172633,2016-March,230.07,220.6,190.64,210.86,293.53,220.6,258.38,229.98,230.07,243.91,228.37,172.3,50.0,5.0,15.649689000000002,5.532303,10.000238000000001,4.467935
187.002369049523,2016-April,231.75,222.59,191.12,211.3,294.76,222.59,259.75,230.37,231.75,244.57,229.29,166.1,55.0,5.0,15.649689000000002,5.532303,10.000238000000001,4.467935
187.457575743483,2016-May,232.14,222.29,191.79,213.25,296.93,222.29,260.8,231.58,232.14,245.54,230.29,161.8,53.0,4.8,15.718325,5.613637000000001,10.072341999999999,4.458705
188.04395379621602,2016-June,232.45,222.81,193.06,213.87,298.52,222.81,261.2,233.67,232.45,247.39,231.46,155.8,50.0,4.9,15.718325,5.613637000000001,10.072341999999999,4.458705
188.648937282627,2016-July,235.21,223.34,193.71,214.32,299.47,223.34,263.16,234.93,235.21,248.84,232.72,160.6,54.0,4.8,15.718325,5.613637000000001,10.072341999999999,4.458705
188.88704106628003,2016-August,235.26,225.2,195.61,215.0,301.4,225.2,264.3,235.68,235.26,249.93,233.89,163.7,46.0,4.9,15.660994,5.655924,10.044246000000001,4.3883220000000005
190.28103043059104,2016-September,236.73,226.53,196.32,215.58,304.08,226.53,267.84,237.67,236.73,251.34,235.52,169.8,44.0,5.0,15.660994,5.655924,10.044246000000001,4.3883220000000005
191.214660514607,2016-October,237.83,228.3,197.16,216.42,307.77,228.3,268.88,239.34,237.83,252.52,236.79,171.1,46.0,4.9,15.660994,5.655924,10.044246000000001,4.3883220000000005
192.465854577366,2016-November,238.98,229.52,198.12,218.68,308.51,229.52,271.33,240.43,238.98,253.62,238.23,169.1,40.0,4.7,15.51498,5.435997,9.898403,4.462406
193.779973202243,2016-December,240.88,229.46,199.61,217.94,311.02,229.46,272.58,241.81,240.88,254.42,239.4,163.8,39.0,4.7,15.51498,5.435997,9.898403,4.462406
195.020530248766,2017-January,239.94,230.58,199.55,218.13,310.97,230.58,273.89,242.35,239.94,255.72,239.66,164.8,45.0,4.7,15.533528,5.634538,9.978798,4.34426
195.87963818404998,2017-February,241.63,232.81,201.17,220.36,315.52,232.81,275.98,243.61,241.63,257.7,241.72,164.0,51.0,4.7,15.533482999999999,5.656053,9.988513000000001,4.332461
197.62466579998198,2017-March,243.71,234.46,202.79,220.12,317.04,234.46,278.86,245.12,243.71,257.21,243.05,161.7,61.0,4.4,15.533482999999999,5.656053,9.988513000000001,4.332461
197.444841252162,2017-April,244.05,235.04,203.34,222.58,319.94,235.04,280.88,247.6,244.05,261.04,244.79,159.8,56.0,4.4,15.533482999999999,5.656053,9.988513000000001,4.332461
198.12661686107498,2017-May,246.03,234.83,203.85,222.28,321.29,234.83,283.41,248.2,246.03,262.83,245.77,157.2,57.0,4.4,15.509082000000001,5.656658999999999,9.975555,4.318896
198.725570828245,2017-June,246.91,236.1,203.7,222.63,323.12,236.1,285.36,248.63,246.91,262.79,246.48,147.8,56.0,4.3,15.509082000000001,5.656658999999999,9.975555,4.318896
199.76036652889096,2017-July,246.89,237.76,205.63,224.42,326.07,237.76,285.33,250.63,246.89,264.09,248.0,151.2,48.0,4.3,15.509082000000001,5.656658999999999,9.975555,4.318896
199.98458559308102,2017-August,248.12,238.27,206.62,226.09,327.75,238.27,289.51,253.06,248.12,265.9,249.88,153.9,45.0,4.4,15.468131,5.6644239999999995,9.951369999999999,4.2869459999999995
202.13316163329603,2017-September,249.77,239.14,207.73,227.44,330.85,239.14,291.34,253.21,249.77,267.41,251.02,160.1,50.0,4.2,15.468131,5.6644239999999995,9.951369999999999,4.2869459999999995
203.357326314045,2017-October,251.28,241.73,209.1,229.33,333.82,241.73,293.14,255.14,251.28,268.59,253.04,162.7,49.0,4.1,15.468131,5.6644239999999995,9.951369999999999,4.2869459999999995
204.695198008587,2017-November,252.72,241.93,210.33,229.14,338.1,241.93,295.43,256.82,252.72,270.97,254.29,161.0,50.0,4.2,15.533528,5.634538,9.978798,4.34426
205.896186820672,2017-December,252.91,243.64,212.23,229.93,340.05,243.64,297.05,258.57,252.91,272.15,255.8,161.2,45.0,4.1,15.533528,5.634538,9.978798,4.34426
207.31726376777303,2018-January,256.24,244.75,214.18,231.3,342.82,244.75,300.72,261.2,256.24,270.5,257.74,164.5,48.0,4.1,15.331045999999999,5.610941,9.861202,4.250261
208.785256759563,2018-February,257.28,247.83,214.99,232.46,345.68,247.83,304.07,263.23,257.28,276.73,260.09,161.5,54.0,4.1,15.327817000000001,5.593365,9.851405,4.258039
210.85794595266202,2018-March,258.77,245.87,215.27,236.38,348.32,245.87,303.95,264.04,258.77,274.79,260.67,152.5,66.0,4.0,15.327817000000001,5.593365,9.851405,4.258039
210.39437272627399,2018-April,259.45,247.85,217.38,234.77,349.88,247.85,305.2,265.45,259.45,274.55,261.59,147.3,61.0,3.9,15.327817000000001,5.593365,9.851405,4.258039
210.883718244763,2018-May,260.61,249.0,216.8,234.88,352.21,249.0,305.59,266.87,260.61,276.95,262.58,142.4,62.0,3.8,15.328742000000002,5.61841,9.857297,4.238887999999999
211.324396545175,2018-June,262.34,249.15,218.29,236.38,355.85,249.15,307.12,266.19,262.34,277.34,263.68,137.7,56.0,4.0,15.328742000000002,5.61841,9.857297,4.238887999999999
211.60752925747397,2018-July,263.45,249.07,219.36,237.51,355.49,249.07,308.82,269.05,263.45,277.73,264.87,140.3,52.0,3.9,15.328742000000002,5.61841,9.857297,4.238887999999999
211.112327786207,2018-August,264.27,250.86,220.21,236.87,358.27,250.86,310.76,270.93,264.27,279.34,266.18,142.3,47.0,3.8,15.325038000000001,5.633093,9.882049,4.2489550000000005
212.68155661947398,2018-September,264.03,251.75,221.81,237.78,362.62,251.75,308.92,271.75,264.03,280.25,266.95,147.5,46.0,3.7,15.325038000000001,5.633093,9.882049,4.2489550000000005
213.479024242584,2018-October,267.45,253.53,223.02,237.72,363.93,253.53,313.2,271.07,267.45,280.9,268.27,147.1,43.0,3.8,15.325038000000001,5.633093,9.882049,4.2489550000000005
213.94458433374402,2018-November,266.81,254.81,222.4,241.01,364.69,254.81,311.96,274.0,266.81,283.65,269.53,144.3,44.0,3.7,15.331045999999999,5.610941,9.861202,4.250261
214.311402320529,2018-December,268.06,257.16,223.57,242.25,366.27,257.16,313.61,274.84,268.06,283.08,270.47,147.4,38.0,3.9,15.331045999999999,5.610941,9.861202,4.250261
